domain,label,latency,loss,delta_min,delta_mean,delta_max,jitter_min,jitter_mean,jitter_max,emodel
rcharan,4.5,92.68,0.038,6.588,20.787,3229.979,0.048,6.0,24.161,4.380676239097231
rcharan,4.0,165.69,0.081,7.701,21.773,4949.588,0.001,3.126,38.871,4.335583016591639
rcharan,4.0,255.22,0.11800000000000001,7.633,22.679,3519.963,0.053,4.692,64.043,3.9847584457100194
rcharan,3.0,406.39,0.19699999999999998,6.709,24.903,4638.424,0.006,4.529,101.427,3.015385418035082
rcharan,2.0,405.65,0.16699999999999998,6.728,24.014,4101.195,0.02,5.249,101.173,3.0274155869829755
rcharan,3.0,256.45,0.115,7.591,22.588,3780.136,0.056,4.085,63.911,3.978847156511611
rcharan,3.0,155.2,0.073,7.807,21.58,3149.728,0.005,3.897,38.461,4.342620895282381
rcharan,4.0,80.33,0.034,7.461,20.694,2857.767,0.644,5.981,22.208,4.38740138547531
rcharan,4.0,17.75,0.0,7.733,19.998,32.617,0.664,4.642,6.521,4.420119557898232
rcharan,4.5,259.38,0.0,6.899,20.0,33.371,0.72,4.061,6.081,3.9835479999468673
rcharan,2.0,167.44,0.03,6.841,20.609,2419.653,0.529,6.004,63.349,4.340143516541747
rcharan,3.0,256.42,0.07,6.512,21.494,2909.233,0.782,6.453,64.424,3.986788697841282
rcharan,2.5,294.8,0.114,6.711,22.586,3638.543,0.006,4.126,39.059,3.764993714237895
rcharan,4.0,159.29,0.09300000000000001,6.729,22.048,2960.542,0.008,3.862,38.541,4.3380539432419045
rcharan,4.0,10.93,0.034,7.699,20.707,2979.295,0.042,3.681,5.833,4.420322997812098
rcharan,4.5,24.36,0.057,7.562,21.199,2540.119,0.632,3.698,6.279,4.412360528422789
rcharan,3.0,21.43,0.081,7.609,21.759,2800.592,0.148,4.034,5.992,4.411661262382269
rcharan,2.0,404.42,0.16699999999999998,7.662,24.024,3930.373,0.114,5.414,100.378,3.0360079170645773
rcharan,2.5,256.61,0.136,0.0,23.158,3100.032,0.203,6.622,65.961,3.974376759963024
rcharan,4.0,10.47,0.10400000000000001,7.62,22.33,3390.802,0.692,5.857,7.125,4.414721799583048
rcharan,3.0,406.02,0.08,7.659,21.739,2878.714,0.621,5.512,100.313,3.0448629897596247
rcharan,4.0,405.91,0.037000000000000005,6.662,20.775,3400.645,0.021,3.819,100.831,3.055614089595981
rcharan,4.0,405.14,0.0,6.874,20.0,32.926,0.123,3.677,5.819,3.0696110028115213
rcharan,4.5,80.24,0.0,7.629,20.0,32.719,0.039,3.308,5.486,4.390653971712506
rcharan,4.5,11.93,0.0,7.776,20.0,32.331,0.048,3.179,5.336,4.422671535946669
rcharan,4.5,90.86,0.048,0.001,21.006,4160.338,0.132,3.64,21.197,4.380653902034185
rcharan,4.0,157.73,0.065,6.68,21.387,2798.587,0.007,3.784,40.297,4.342011482282399
rcharan,3.0,255.52,0.10800000000000001,6.368,22.416,2940.354,0.072,6.704,66.391,3.984916076356181
rcharan,2.0,409.73,0.175,7.591,24.245,3640.386,0.002,4.349,101.3,2.9970375850437296
rcharan,3.0,160.07,0.098,7.683,22.173,3010.153,0.006,3.564,38.831,4.337048123891869
rcharan,2.5,275.76,0.08900000000000001,6.562,21.947,2941.547,0.029,6.335,42.096,3.8790474986800216
rcharan,4.0,256.27,0.069,7.509,21.472,3240.707,0.065,3.603,62.081,3.987742704166529
rcharan,4.0,161.91,0.033,7.623,20.694,2500.202,0.067,3.297,60.543,4.343046388176609
rcharan,4.5,257.38,0.0,6.866,19.999,33.008,0.481,5.924,6.815,3.9939497267378172
rcharan,4.5,256.8,0.14800000000000002,6.642,23.474,3722.295,0.052,4.71,65.033,3.9713021546361054
rcharan,3.0,405.65,0.16,5.644,23.803,3810.681,0.013,7.064,103.498,3.0290188848100934
rcharan,4.5,9.26,0.09,7.59,21.991,3160.367,0.022,3.762,6.351,4.416435373321093
rcharan,4.0,28.36,0.05,7.533,21.062,2470.425,0.2,3.424,5.64,4.411121004429383
rcharan,4.5,10.36,0.032,6.543,20.653,2899.808,0.75,5.708,6.594,4.420738382720851
manguyen,4.0,18.54,0.0,7.602,19.998,32.822,0.573,5.871,6.987,4.419770598439497
manguyen,4.0,80.42,0.03,7.408,19.998,32.938,0.525,5.843,6.624,4.387734249648738
manguyen,3.0,181.9,0.061,6.951,20.0,32.857,0.664,5.672,6.695,4.315169622644322
manguyen,3.0,260.82,0.134,7.654,19.998,32.485,0.026,3.027,5.264,3.9524404886808773
manguyen,2.5,404.73,0.172,6.826,19.998,32.97,0.527,5.871,6.819,3.0326992165195543
manguyen,2.5,405.18,0.17,7.737,19.998,32.896,0.602,4.043,6.098,3.03001305057258
manguyen,3.0,257.21,0.126,7.696,20.0,32.938,0.053,4.468,6.467,3.972954082492132
manguyen,4.0,169.91,0.057,7.617,20.0,32.939,0.691,5.342,6.788,4.3357217278579405
manguyen,3.0,81.69,0.034,7.704,20.0,33.766,0.694,5.842,6.623,4.386710453436113
manguyen,4.5,9.96,0.0,7.554,20.0,33.041,0.598,6.017,6.77,4.423527822656666
manguyen,4.5,81.41,0.0,1.185,20.0,32.891,0.627,5.814,7.16,4.3900667624145555
manguyen,4.0,443.22,0.0,1.196,19.997,42.35,0.678,5.871,7.63,2.8020950102344773
manguyen,3.0,406.74,0.040999999999999995,6.65,20.0,32.913,0.003,5.722,6.76,3.048894969413567
manguyen,3.0,404.64,0.065,6.843,20.0,33.227,0.016,3.66,6.045,3.0579620184052207
manguyen,3.0,11.9,0.08800000000000001,6.923,19.998,32.981,0.612,3.715,5.992,4.415412738064763
manguyen,4.0,158.8,0.0,6.613,20.0,32.83,0.508,5.864,6.777,4.348408791199338
manguyen,4.0,154.23,0.03,7.601,20.0,33.02,0.108,3.541,5.877,4.347810442402391
manguyen,4.0,83.03,0.07400000000000001,6.424,20.001,34.018,0.075,5.952,6.931,4.382208331880213
manguyen,3.0,79.85,0.081,6.63,19.997,32.998,0.057,5.808,6.699,4.383179757170227
manguyen,2.0,103.87,0.122,6.737,20.0,32.959,0.151,5.888,6.814,4.366442890687058
manguyen,4.0,294.18,0.0,6.501,19.998,33.711,0.09,4.601,6.55,3.7908970727104605
manguyen,4.0,155.16,0.035,6.701,20.0,33.227,0.621,5.823,6.783,4.346738645176476
manguyen,3.0,307.97,0.062,6.488,20.0,32.864,0.631,3.419,5.693,3.6964786342160463
manguyen,3.0,320.84,0.09300000000000001,1.071,20.0,39.333,0.14,4.336,7.001,3.610797025332702
manguyen,2.5,155.18,0.1,6.543,20.002,32.834,0.061,5.79,6.743,4.339710381109847
manguyen,4.0,9.88,0.026000000000000002,6.941,20.0,32.125,0.562,5.953,6.685,4.421441120813724
manguyen,4.0,10.2,0.066,7.474,19.998,38.808,0.068,5.916,7.053,4.418005884285696
manguyen,2.5,404.42,0.145,6.724,19.998,33.726,0.007,4.003,6.336,3.0410480671242506
manguyen,3.0,263.68,0.131,7.759,19.997,32.563,0.167,3.615,5.517,3.9376456620376525
manguyen,3.0,79.17,0.12,6.83,19.999,33.419,0.157,5.908,6.847,4.379799260807415
manguyen,3.0,103.49,0.114,0.0,19.999,148.914,0.197,5.946,13.811,4.3674504584568705
manguyen,4.0,80.28,0.055999999999999994,6.753,19.998,32.783,0.55,5.869,6.628,4.385340081378789
manguyen,3.0,202.11,0.033,7.605,20.0,33.917,0.583,5.736,6.693,4.243291110490792
manguyen,3.0,167.46,0.0,7.642,20.0,33.077,0.695,4.06,6.226,4.343408263697694
manguyen,2.5,403.65,0.08900000000000001,6.773,19.998,33.047,0.006,5.925,6.811,3.0593087103072136
manguyen,3.0,404.3,0.043,7.702,19.996,33.164,0.626,3.327,6.106,3.065437082899601
manguyen,3.0,453.63,0.0,6.637,20.002,32.866,0.596,5.796,6.681,2.7285422327558533
manguyen,3.0,82.33,0.0,0.001,20.002,195.146,0.505,4.448,29.893,4.389604120100429
manguyen,3.0,80.24,0.028999999999999998,6.886,20.002,32.993,0.146,5.812,6.718,4.387920011164707
manguyen,4.0,157.92,0.064,7.608,19.999,33.322,0.452,5.838,6.701,4.342008975455791
manguyen,2.5,285.38,0.09699999999999999,6.905,20.0,33.441,0.583,5.804,6.708,3.8231062116501624
manguyen,3.0,409.17,0.156,6.643,20.0,33.498,0.016,4.188,6.494,3.0053185266467413
manguyen,2.0,408.48,0.145,6.986,19.998,33.09,0.588,5.393,6.745,3.0126753874915
manguyen,4.0,272.24,0.11,6.602,20.0,32.939,0.62,5.661,6.854,3.8947282362276687
manguyen,3.0,155.63,0.062,6.563,19.998,33.377,0.111,5.806,6.587,4.343558628548039
manguyen,4.0,79.93,0.032,6.59,19.998,33.722,0.0,5.844,6.782,4.387793403065215
manguyen,4.0,9.99,0.0,0.002,20.001,54.056,0.661,3.867,7.749,4.423514811347594
manguyen,4.0,158.97,0.0,0.0,19.998,148.208,0.592,5.879,15.487,4.348311274106187
manguyen,3.0,168.07,0.040999999999999995,6.771,19.998,33.423,0.508,5.881,6.773,4.338568194158199
manguyen,4.0,120.11,0.0,7.698,20.0,32.881,0.028,3.419,5.417,4.369923029854996
manguyen,3.0,80.67,0.087,6.758,19.998,32.884,0.65,5.88,6.66,4.382183303692666
manguyen,2.5,80.98,0.11599999999999999,6.831,19.998,32.961,0.025,5.822,6.607,4.3792394483484705
manguyen,3.0,255.04,0.136,3.401,20.0,33.096,0.012,4.273,6.403,3.982601757929572
manguyen,2.5,411.55,0.183,6.718,19.999,33.076,0.504,5.786,6.768,2.9824494746079533
manguyen,3.0,10.06,0.10800000000000001,6.917,20.003,32.996,0.66,5.908,6.77,4.41457301182645
manguyen,3.0,14.27,0.053,7.417,20.0,35.218,0.049,5.899,6.678,4.417266857248381
manguyen,3.0,27.72,0.0,6.842,19.998,32.749,0.65,5.865,6.582,4.4156709253659905
manguyen,2.5,81.56,0.13699999999999998,6.833,19.998,32.885,0.077,5.84,6.746,4.376909514641831
manguyen,3.0,117.57,0.128,7.645,20.0,35.525,0.054,5.838,6.752,4.358284484780659
manguyen,3.0,81.31,0.065,6.875,20.002,33.101,0.066,3.178,5.347,4.383955255899808
manguyen,4.0,176.03,0.032,7.533,20.0,32.912,0.116,3.979,5.942,4.334853003878175
manguyen,4.0,155.09,0.0,6.622,20.0,32.939,0.15,5.796,6.676,4.350530501339473
manguyen,3.0,158.36,0.10300000000000001,7.661,19.997,33.232,0.12,3.987,6.572,4.337512574183277
manguyen,3.0,325.91,0.096,6.709,19.998,32.955,0.554,5.86,6.713,3.5782854449674506
manguyen,3.0,312.68,0.068,6.711,19.999,33.031,0.047,3.937,6.017,3.666512770443576
manguyen,4.0,163.56,0.03,6.883,19.998,32.986,0.608,4.316,6.575,4.3424115580296725
manguyen,4.0,254.68,0.0,6.546,19.997,32.905,0.011,5.865,6.72,4.007868066474668
manguyen,3.0,11.76,0.002,0.0,20.103,762.167,0.591,5.987,24.11,4.422582235541575
manguyen,4.0,80.43,0.027999999999999997,6.675,19.998,32.97,0.002,5.804,6.86,4.387918340844139
manguyen,3.0,167.24,0.084,6.7,20.0,33.148,0.643,4.527,6.776,4.334332165096069
manguyen,2.0,254.88,0.16399999999999998,7.536,20.0,32.889,0.036,5.827,6.653,3.9786281960087373
manguyen,2.5,404.72,0.193,6.893,19.999,32.894,0.538,5.804,6.919,3.027973361259155
manguyen,4.0,405.58,0.0,6.741,19.998,33.276,0.008,5.887,6.728,3.0665471869647343
manguyen,3.0,427.36,0.042,7.756,19.998,32.971,0.089,5.738,6.758,2.9040638255984454
manguyen,3.0,407.65,0.066,2.291,20.0,33.483,0.151,5.829,6.891,3.0367313417281014
manguyen,4.0,41.12,0.085,5.673,20.0,32.133,0.005,4.063,6.328,4.402070161014749
manguyen,3.0,254.91,0.105,6.909,20.0,32.94,0.649,5.845,6.758,3.9886096138880234
manguyen,3.0,180.16,0.067,6.617,20.0,33.852,0.063,5.678,6.845,4.3204912897401355
manguyen,4.0,95.07,0.033,6.741,20.0,32.983,0.682,3.322,5.394,4.3799178952495526
manguyen,4.0,42.4,0.0,7.428,20.0,32.812,0.714,5.94,6.7,4.408944882211091
manguyen,4.0,9.67,0.0,7.684,19.998,33.017,0.522,5.792,6.724,4.423653553037155
manguyen,4.0,101.83,0.035,6.784,19.998,33.104,0.07,5.876,6.65,4.376177969000778
manguyen,4.0,182.3,0.062,7.622,20.0,33.961,0.049,3.281,5.336,4.313661261767777
manguyen,2.5,250.61,0.098,6.65,20.118,521.389,0.066,5.997,54.72,4.011979278263995
manguyen,2.0,404.98,0.141,1.152,19.998,40.671,0.017,5.845,7.422,3.0380567422352196
manguyen,3.0,21.68,0.022000000000000002,6.929,20.002,32.535,0.073,5.777,6.568,4.416535971240273
manguyen,3.0,97.17,0.067,7.694,19.998,32.521,0.045,5.83,6.547,4.375494220311832
manguyen,4.0,31.89,0.08,7.399,20.0,32.501,0.063,5.85,6.618,4.406888017361066
manguyen,3.0,405.05,0.16399999999999998,1.159,19.997,33.02,0.072,5.833,7.224,3.0322944459849883
manguyen,4.0,155.1,0.033,6.832,19.998,32.986,0.616,4.604,6.572,4.346988092714952
manguyen,3.0,128.25,0.055,6.56,20.002,33.566,0.564,5.843,6.752,4.359855202601212
manguyen,4.0,80.31,0.081,6.887,20.0,33.003,0.723,5.047,6.609,4.38294269933853
manguyen,4.0,79.97,0.132,7.76,20.0,33.621,0.559,5.27,6.705,4.378227130278172
manguyen,4.0,11.75,0.085,7.924,19.996,32.377,0.589,3.965,5.818,4.4157310186821705
manguyen,2.0,404.89,0.1,6.65,20.186,829.692,0.02,5.636,56.731,3.0481233081864074
manguyen,2.5,423.37,0.035,7.499,19.998,33.997,0.53,3.341,5.401,2.9337879179421087
manguyen,4.0,458.58,0.0,7.648,20.0,32.904,0.073,3.509,5.604,2.693572525364507
manguyen,4.0,92.16,0.0,1.166,20.0,45.221,0.075,3.338,5.975,4.384611267940912
manguyen,3.0,276.09,0.0,6.957,19.998,32.947,0.057,5.309,6.756,3.893699530495182
manguyen,4.0,154.48,0.001,1.09,21.579,3320.538,0.682,6.423,67.46,4.350771348762838
manguyen,3.0,255.17,0.0,7.721,20.0,32.899,0.015,5.766,6.717,4.005352803143133
manguyen,4.0,314.92,0.09,0.001,20.0,45.392,0.607,5.612,7.58,3.648223083802172
manguyen,3.0,155.21,0.146,7.801,20.0,33.759,0.061,3.786,5.845,4.334690214792032
manguyen,3.0,404.87,0.0,7.637,19.998,32.913,0.036,5.527,6.652,3.0714906326142914
manguyen,3.0,288.28,0.10400000000000001,6.781,20.0,34.945,0.017,5.84,6.842,3.8050457473202255
manguyen,4.0,161.12,0.037000000000000005,7.601,19.997,33.184,0.726,5.419,6.671,4.343071940363772
manguyen,4.0,113.64,0.044000000000000004,6.951,20.0,33.931,0.654,3.453,5.685,4.368977797797751
manguyen,4.5,67.83,0.0,6.8,19.997,32.434,0.081,3.299,5.652,4.396802840558081
manguyen,4.0,414.68,0.0,7.809,20.0,32.973,0.583,4.066,6.328,3.0029974359076856
manguyen,3.0,448.1,0.048,5.583,20.001,33.067,0.008,3.557,5.722,2.7562685813360797
manguyen,2.5,433.13,0.063,6.806,20.0,33.305,0.002,5.266,6.77,2.8584603527303103
manguyen,3.0,22.14,0.087,0.001,19.998,49.758,0.552,4.78,8.216,4.4108227240989315
manguyen,3.0,408.4,0.155,7.671,20.0,33.238,0.003,3.607,5.703,3.010937182434387
manguyen,3.0,255.77,0.11900000000000001,1.076,20.0,33.049,0.624,5.862,7.24,3.981714395552114
manguyen,4.0,175.91,0.063,7.482,20.0,32.93,0.082,3.568,5.983,4.331480815584314
manguyen,4.0,84.43,0.03,7.017,20.0,32.969,0.013,5.841,6.644,4.3856945035327595
manguyen,4.5,14.36,0.002,0.001,20.002,178.696,0.076,4.782,30.39,4.421445756597877
manguyen,4.0,10.22,0.155,6.975,20.0,32.797,0.097,5.92,6.82,4.410544431354387
manguyen,4.0,85.09,0.0,0.0,20.0,214.573,0.085,5.412,18.755,4.388211416979544
manguyen,3.0,163.63,0.16,6.677,20.069,320.304,0.595,5.961,31.966,4.328106368073941
manguyen,4.0,260.4,0.026000000000000002,6.814,20.0,33.563,0.467,5.87,6.607,3.9736397991350008
manguyen,2.0,408.42,0.061,6.955,20.0,32.778,0.013,3.539,5.565,3.0325153153513247
manguyen,3.0,10.17,0.111,7.702,20.0,32.639,0.002,5.854,6.691,4.414271995320263
manguyen,4.0,405.42,0.16699999999999998,7.59,19.998,32.949,0.054,5.855,6.75,3.0290227455896788
manguyen,3.0,470.5,0.095,6.874,20.0,33.085,0.01,5.862,6.755,2.587158323763256
manguyen,4.0,410.28,0.034,7.477,20.0,32.969,0.625,5.856,6.756,3.025809813345436
manguyen,4.5,107.16,0.065,6.906,20.0,33.05,0.07,4.55,6.43,4.370365061164101
manguyen,4.5,154.82,0.034,6.93,20.0,33.118,0.038,5.196,6.711,4.347041887136981
manguyen,4.0,157.95,0.0,6.9,19.997,34.114,0.131,5.86,6.647,4.348895987998773
manguyen,3.0,80.21,0.0,0.001,21.599,3511.053,0.597,4.163,22.87,4.390669011408091
manguyen,4.0,82.12,0.0,6.921,19.998,33.73,0.562,5.853,6.793,4.389709793393644
manguyen,3.0,79.78,0.03,6.8,20.0,32.978,0.075,5.861,6.731,4.388058399355383
manguyen,3.0,255.22,0.001,1.189,20.0,33.138,0.632,5.67,7.327,4.004923299761065
manguyen,3.0,405.64,0.09,7.697,20.002,33.013,0.48,5.824,6.7,3.045200760964787
manguyen,2.5,13.96,0.162,0.002,21.745,2412.08,0.665,5.076,10.019,4.408212366563778
manguyen,4.0,10.32,0.115,7.548,19.997,32.458,0.778,5.76,6.717,4.413868632287331
manguyen,3.0,9.82,0.044000000000000004,1.118,20.0,34.339,0.55,3.351,5.727,4.419990251635562
manguyen,4.0,88.71,0.153,6.906,20.0,33.012,0.052,5.246,6.674,4.371553878134299
manguyen,4.0,441.84,0.0,6.829,20.0,32.881,0.609,4.424,6.313,2.811841995779813
manguyen,3.0,434.52,0.054000000000000006,6.953,20.0,33.082,0.491,5.113,6.71,2.850767338867702
manguyen,3.0,406.86,0.031,6.905,19.998,33.064,0.523,3.868,6.091,3.050387726711752
manguyen,3.0,30.57,0.0,7.618,20.0,32.631,0.074,5.869,6.769,4.414381457829618
manguyen,4.5,156.28,0.0,0.001,20.066,311.101,0.596,6.844,32.613,4.3498512987427365
manguyen,4.0,156.98,0.083,6.917,20.002,33.125,0.508,3.237,5.557,4.340498611290184
manguyen,4.0,90.29,0.057999999999999996,6.926,19.997,33.035,0.594,5.838,6.764,4.379982632036325
manguyen,3.0,143.24,0.095,1.125,19.998,32.946,0.533,5.934,7.344,4.347186942700057
manguyen,4.0,82.31,0.079,1.027,23.625,2931.438,0.652,6.479,23.884,4.382101386926169
manguyen,3.0,269.19,0.066,6.844,20.0,33.395,0.64,5.84,6.991,3.9194589022252155
manguyen,3.0,255.12,0.059000000000000004,6.435,20.0,32.961,0.105,4.44,6.569,3.9954379173610945
manguyen,3.0,156.61,0.083,1.449,21.037,3239.459,0.7,6.42,66.451,4.340715271668309
manguyen,4.0,280.41,0.0,6.728,19.998,33.543,0.574,5.659,6.805,3.8696515278422092
manguyen,4.0,10.17,0.1,7.612,19.997,33.006,0.75,5.898,6.657,4.415191909745201
manguyen,3.0,80.26,0.098,0.001,20.57,2130.261,0.537,3.958,20.888,4.38134243777834
manguyen,2.5,147.34,0.087,7.554,20.071,321.772,0.09,5.864,32.43,4.345676054289308
manguyen,2.5,264.2,0.0,7.533,20.002,33.127,0.138,5.894,6.672,3.9581639196410285
manguyen,2.0,422.53,0.0,6.787,19.998,33.021,0.145,5.876,6.718,2.9479332877807245
manguyen,2.5,307.8,0.0,6.68,20.0,35.846,0.023,5.872,7.021,3.710052617487961
manguyen,3.0,171.04,0.053,0.001,19.998,33.997,0.534,5.841,7.621,4.335492715274152
manguyen,3.0,80.74,0.099,5.518,20.0,35.222,0.065,3.923,5.778,4.380997586178517
manguyen,4.0,166.18,0.094,7.684,20.0,33.013,0.071,3.266,5.626,4.333861675904393
manguyen,4.0,254.64,0.055999999999999994,6.71,19.998,33.004,0.006,5.845,6.676,3.998435994916303
manguyen,3.0,172.81,0.045,7.516,20.0,32.922,0.062,3.857,5.856,4.335326008131192
manguyen,3.0,261.4,0.0,6.464,19.998,33.649,0.164,5.807,6.726,3.9729638321894774
manguyen,3.0,297.61,0.0,6.806,20.0,37.691,0.067,5.862,6.875,3.770803632415848
manguyen,2.5,155.06,0.067,6.67,19.999,33.033,0.224,5.74,6.816,4.343350249936228
manguyen,4.0,13.42,0.12300000000000001,0.001,21.106,2468.005,1.25,5.512,39.859,4.4117778077476215
manguyen,2.5,9.97,0.027999999999999997,7.49,20.0,32.537,0.695,4.334,6.092,4.421237826197187
manguyen,2.5,389.44,0.0,6.779,19.998,32.939,0.548,5.816,6.64,3.178287361955669
manguyen,3.0,289.88,0.13,4.509,19.998,34.969,0.004,5.849,6.778,3.790759149213908
manguyen,2.5,32.09,0.22,7.537,19.998,32.676,0.6,5.533,6.64,4.394420090271589
manguyen,2.5,434.45,0.079,6.648,19.998,33.129,0.031,5.825,6.696,2.8453954041364784
manguyen,4.0,406.06,0.071,6.958,20.0,32.89,0.008,5.862,6.75,3.04666909654451
manguyen,4.0,418.81,0.043,1.034,20.002,41.642,0.641,5.902,7.4,2.963950831815612
manguyen,4.5,93.39,0.0,6.403,20.0,33.098,0.559,5.914,6.753,4.3839801544877925
manguyen,4.0,12.72,0.0,6.809,19.998,41.961,0.62,5.809,7.245,4.422327081416222
manguyen,4.0,79.31,0.0,6.467,20.0,33.004,0.005,4.446,6.395,4.391119807946451
manguyen,3.0,155.89,0.045,6.615,20.0,32.981,0.017,5.886,6.795,4.3452411940121305
manguyen,2.5,253.2,0.066,6.788,20.0,32.992,0.004,5.858,6.789,4.004142154361808
manguyen,2.0,405.35,0.141,6.942,20.0,33.061,0.595,5.919,6.931,3.035473145724033
manguyen,2.5,181.03,0.096,6.788,20.0,32.808,0.016,5.858,6.835,4.314154694255235
manguyen,2.5,304.1,0.099,5.624,19.998,33.997,0.501,5.041,6.511,3.7124651814615164
manguyen,3.0,260.49,0.062,1.125,19.997,44.061,0.644,5.288,6.692,3.9668374610388653
manguyen,4.5,178.94,0.031,6.919,20.0,32.674,0.075,3.209,5.673,4.328722086852407
manguyen,4.5,264.49,0.0,7.678,20.0,32.77,0.045,3.625,5.744,3.956622597423395
manguyen,2.5,254.69,0.133,6.833,19.998,33.065,0.561,5.632,6.758,3.9849439893775918
manguyen,2.5,405.35,0.151,7.645,20.0,33.004,0.577,5.826,6.667,3.0331779947163278
manguyen,4.0,17.18,0.085,1.116,19.998,33.07,0.003,5.913,7.306,4.4132681450365965
manguyen,4.0,13.36,0.054000000000000006,0.0,20.002,225.636,0.017,6.001,19.315,4.417590662136932
manguyen,4.5,9.66,0.027999999999999997,7.812,20.0,32.848,0.012,3.272,5.55,4.421373821565563
mguzman,4.5,80.23,0.03,6.928,20.624,2520.152,0.121,3.258,20.516,4.38783052172899
mguzman,4.5,155.83,0.061,7.51,21.305,2659.357,0.01,3.746,38.157,4.34355036927794
mguzman,4.0,261.0,0.134,6.745,23.087,2910.886,0.104,5.377,65.049,3.9514803598158217
mguzman,3.0,405.6,0.172,6.737,24.141,4560.099,0.562,7.644,102.956,3.0266206841396155
mguzman,3.0,405.32,0.17,6.627,24.082,4041.124,0.524,7.476,101.229,3.0290348845567356
mguzman,4.0,255.5,0.126,6.75,22.877,2999.99,0.061,4.261,64.082,3.981919107014739
mguzman,4.0,170.0,0.057,1.149,21.216,2711.162,0.117,3.725,40.805,4.33566836184223
mguzman,4.0,81.73,0.034,0.0,20.708,2860.071,0.078,4.115,20.805,4.386690105647709
mguzman,4.5,81.37,0.0,6.876,19.997,32.822,0.71,5.294,6.83,4.390086859226569
mguzman,4.5,404.04,0.0,0.0,19.998,40.598,0.614,5.167,6.836,3.077266639316693
mguzman,4.5,407.02,0.040999999999999995,6.666,20.854,2828.426,0.602,5.261,99.258,3.046941690338155
mguzman,4.0,405.26,0.065,7.503,21.381,2561.847,0.535,6.59,102.979,3.053639934828045
mguzman,3.0,11.96,0.08800000000000001,7.571,21.937,2879.409,0.656,5.756,7.216,4.415385639360706
mguzman,4.5,155.27,0.0,7.663,20.0,32.958,0.074,3.205,6.014,4.350427846470866
mguzman,4.5,154.44,0.03,6.666,20.614,2299.965,0.019,3.617,37.122,4.347689780193556
mguzman,4.0,87.39,0.07400000000000001,6.846,21.59,3290.816,0.035,3.772,22.433,4.379945859541803
mguzman,2.5,80.19,0.081,0.0,21.761,2509.622,0.18,3.708,20.987,4.383004559552666
mguzman,2.0,80.88,0.122,6.825,22.791,2990.854,0.187,4.037,21.889,4.378714022866357
mguzman,4.5,256.86,0.0,6.761,20.0,33.9,0.128,3.467,5.753,3.996641420163469
mguzman,4.0,155.36,0.035,6.489,20.729,2588.393,0.489,6.05,65.06,4.3466233961244045
mguzman,4.0,260.28,0.062,6.813,21.325,2791.791,0.007,3.511,63.09,3.9679460955606185
mguzman,4.0,296.05,0.09300000000000001,6.972,22.049,2661.371,0.043,4.648,40.725,3.76171354500601
mguzman,3.0,155.26,0.1,6.84,22.214,2922.864,0.037,3.829,39.444,4.339663424114224
mguzman,4.0,10.05,0.026000000000000002,7.622,20.536,2290.273,0.62,4.022,5.879,4.421366579940098
mguzman,3.0,10.44,0.066,7.652,21.401,1930.7,0.587,4.067,6.101,4.417898818874355
mguzman,4.0,404.94,0.145,7.084,23.385,3661.304,0.807,5.623,100.667,3.037417825659987
mguzman,3.0,269.9,0.131,6.583,23.024,3130.459,0.004,6.286,66.989,3.9038065586918056
mguzman,4.0,79.38,0.12,6.892,22.728,2630.236,0.746,4.68,22.293,4.3796897869892595
mguzman,4.0,80.34,0.114,6.715,22.574,3179.935,0.078,5.453,22.775,4.3797656915524525
mguzman,4.0,80.3,0.055999999999999994,7.556,21.183,2410.566,0.628,5.96,23.123,4.385329857325263
mguzman,4.5,156.65,0.033,1.178,20.674,2558.517,0.081,5.268,41.321,4.3460945772088095
mguzman,4.0,169.54,0.0,6.779,19.998,33.039,0.691,3.663,5.963,4.342197242208112
mguzman,4.0,406.48,0.08900000000000001,6.79,21.947,4209.706,0.528,6.274,97.939,3.03956938363564
